Date;Value;Currency/Unit
16/01/2019;61,56;EUR/MWh
17/01/2019;66,68;EUR/MWh
18/01/2019;63,87;EUR/MWh
19/01/2019;61,54;EUR/MWh
20/01/2019;71,51;EUR/MWh
21/01/2019;72,32;EUR/MWh
22/01/2019;76,07;EUR/MWh
23/01/2019;85,94;EUR/MWh
24/01/2019;69,53;EUR/MWh
25/01/2019;54,39;EUR/MWh
26/01/2019;40,53;EUR/MWh
27/01/2019;55,89;EUR/MWh
28/01/2019;62,67;EUR/MWh
29/01/2019;59,18;EUR/MWh
30/01/2019;61,13;EUR/MWh
31/01/2019;59,49;EUR/MWh
01/02/2019;50,21;EUR/MWh
02/02/2019;47,78;EUR/MWh
03/02/2019;57,23;EUR/MWh
04/02/2019;58,36;EUR/MWh
05/02/2019;52,99;EUR/MWh
06/02/2019;48,21;EUR/MWh
07/02/2019;47,39;EUR/MWh
08/02/2019;33,78;EUR/MWh
09/02/2019;32,09;EUR/MWh
10/02/2019;47,13;EUR/MWh
11/02/2019;51,39;EUR/MWh
12/02/2019;49,7;EUR/MWh
13/02/2019;50,45;EUR/MWh
14/02/2019;48,85;EUR/MWh
15/02/2019;44,03;EUR/MWh
16/02/2019;39,67;EUR/MWh
17/02/2019;47,02;EUR/MWh
18/02/2019;47,02;EUR/MWh
19/02/2019;47,16;EUR/MWh
20/02/2019;47,03;EUR/MWh
21/02/2019;47,02;EUR/MWh
22/02/2019;40,06;EUR/MWh
23/02/2019;39,64;EUR/MWh
24/02/2019;44,44;EUR/MWh
25/02/2019;43,75;EUR/MWh
26/02/2019;43,43;EUR/MWh
27/02/2019;40,09;EUR/MWh
28/02/2019;44,35;EUR/MWh
01/03/2019;40,71;EUR/MWh
02/03/2019;17,88;EUR/MWh
03/03/2019;29,23;EUR/MWh
04/03/2019;40,41;EUR/MWh
05/03/2019;35,98;EUR/MWh
06/03/2019;32,65;EUR/MWh
07/03/2019;40,03;EUR/MWh
08/03/2019;24,03;EUR/MWh
09/03/2019;18,29;EUR/MWh
10/03/2019;39,28;EUR/MWh
11/03/2019;39,41;EUR/MWh
12/03/2019;28,88;EUR/MWh
13/03/2019;35,13;EUR/MWh
14/03/2019;29,85;EUR/MWh
15/03/2019;17,75;EUR/MWh
16/03/2019;8,76;EUR/MWh
17/03/2019;38,6;EUR/MWh
18/03/2019;45,31;EUR/MWh
19/03/2019;41,96;EUR/MWh
20/03/2019;39,93;EUR/MWh
21/03/2019;40,45;EUR/MWh
22/03/2019;35,6;EUR/MWh
23/03/2019;33,35;EUR/MWh
24/03/2019;33,86;EUR/MWh
25/03/2019;37,29;EUR/MWh
26/03/2019;39,97;EUR/MWh
27/03/2019;40,48;EUR/MWh
28/03/2019;39,34;EUR/MWh
29/03/2019;34,05;EUR/MWh
30/03/2019;26,68;EUR/MWh
31/03/2019;36,67;EUR/MWh
01/04/2019;35,73;EUR/MWh
02/04/2019;42,93;EUR/MWh
03/04/2019;43,8;EUR/MWh
04/04/2019;43,53;EUR/MWh
05/04/2019;39,13;EUR/MWh
06/04/2019;38,37;EUR/MWh
07/04/2019;45,42;EUR/MWh
08/04/2019;42,72;EUR/MWh
09/04/2019;44,07;EUR/MWh
10/04/2019;44,74;EUR/MWh
11/04/2019;44,9;EUR/MWh
12/04/2019;42,95;EUR/MWh
13/04/2019;41,57;EUR/MWh
14/04/2019;46,91;EUR/MWh
15/04/2019;45,25;EUR/MWh
16/04/2019;42,26;EUR/MWh
17/04/2019;41,55;EUR/MWh
18/04/2019;36,3;EUR/MWh
19/04/2019;30,31;EUR/MWh
20/04/2019;30,88;EUR/MWh
21/04/2019;10,86;EUR/MWh
22/04/2019;26,94;EUR/MWh
23/04/2019;33,39;EUR/MWh
24/04/2019;28,66;EUR/MWh
25/04/2019;39,97;EUR/MWh
26/04/2019;24,26;EUR/MWh
27/04/2019;33,46;EUR/MWh
28/04/2019;42,06;EUR/MWh
29/04/2019;42,85;EUR/MWh
30/04/2019;28,34;EUR/MWh
01/05/2019;38,93;EUR/MWh
02/05/2019;40,78;EUR/MWh
03/05/2019;38,57;EUR/MWh
04/05/2019;31,33;EUR/MWh
05/05/2019;44,76;EUR/MWh
06/05/2019;50,02;EUR/MWh
07/05/2019;38,4;EUR/MWh
08/05/2019;44,66;EUR/MWh
09/05/2019;44,88;EUR/MWh
10/05/2019;33,34;EUR/MWh
11/05/2019;23,53;EUR/MWh
12/05/2019;39,21;EUR/MWh
13/05/2019;40,57;EUR/MWh
14/05/2019;40,72;EUR/MWh
15/05/2019;39,73;EUR/MWh
16/05/2019;42,11;EUR/MWh
17/05/2019;36,85;EUR/MWh
18/05/2019;35,22;EUR/MWh
19/05/2019;45,49;EUR/MWh
20/05/2019;42,65;EUR/MWh
21/05/2019;40,09;EUR/MWh
22/05/2019;39,67;EUR/MWh
23/05/2019;38,81;EUR/MWh
24/05/2019;36,68;EUR/MWh
25/05/2019;21,34;EUR/MWh
26/05/2019;31,83;EUR/MWh
27/05/2019;34,52;EUR/MWh
28/05/2019;37,49;EUR/MWh
29/05/2019;19,29;EUR/MWh
30/05/2019;33,82;EUR/MWh
31/05/2019;28,88;EUR/MWh
01/06/2019;17,69;EUR/MWh
02/06/2019;35,22;EUR/MWh
03/06/2019;35,6;EUR/MWh
04/06/2019;35,11;EUR/MWh
05/06/2019;33,53;EUR/MWh
06/06/2019;26,45;EUR/MWh
07/06/2019;3,76;EUR/MWh
08/06/2019;20,03;EUR/MWh
09/06/2019;31,26;EUR/MWh
10/06/2019;40,33;EUR/MWh
11/06/2019;39,48;EUR/MWh
12/06/2019;32,44;EUR/MWh
13/06/2019;34,5;EUR/MWh
14/06/2019;27,79;EUR/MWh
15/06/2019;23,77;EUR/MWh
16/06/2019;33,4;EUR/MWh
17/06/2019;33,77;EUR/MWh
18/06/2019;33,26;EUR/MWh
19/06/2019;34,66;EUR/MWh
20/06/2019;33,89;EUR/MWh
21/06/2019;24,31;EUR/MWh
22/06/2019;12,01;EUR/MWh
23/06/2019;29,73;EUR/MWh
24/06/2019;33,54;EUR/MWh
25/06/2019;29,33;EUR/MWh
26/06/2019;31,25;EUR/MWh
27/06/2019;35,02;EUR/MWh
28/06/2019;29,18;EUR/MWh
29/06/2019;18,61;EUR/MWh
30/06/2019;30,13;EUR/MWh
01/07/2019;33,95;EUR/MWh
02/07/2019;31,82;EUR/MWh
03/07/2019;31,28;EUR/MWh
04/07/2019;33,83;EUR/MWh
05/07/2019;29,34;EUR/MWh
06/07/2019;25,44;EUR/MWh
07/07/2019;34,74;EUR/MWh
08/07/2019;35,63;EUR/MWh
09/07/2019;40,47;EUR/MWh
10/07/2019;44,11;EUR/MWh
11/07/2019;40,92;EUR/MWh
12/07/2019;36,44;EUR/MWh
13/07/2019;33,04;EUR/MWh
14/07/2019;39,6;EUR/MWh
15/07/2019;42,9;EUR/MWh
16/07/2019;45,22;EUR/MWh
17/07/2019;40,97;EUR/MWh
18/07/2019;42,39;EUR/MWh
19/07/2019;33,14;EUR/MWh
20/07/2019;32,28;EUR/MWh
21/07/2019;41,8;EUR/MWh
22/07/2019;46,07;EUR/MWh
23/07/2019;52,93;EUR/MWh
24/07/2019;50,26;EUR/MWh
25/07/2019;46,8;EUR/MWh
26/07/2019;36,26;EUR/MWh
27/07/2019;31,64;EUR/MWh
28/07/2019;40,38;EUR/MWh
29/07/2019;31,97;EUR/MWh
30/07/2019;31,79;EUR/MWh
31/07/2019;42;EUR/MWh
01/08/2019;41,31;EUR/MWh
02/08/2019;35,13;EUR/MWh
03/08/2019;34,06;EUR/MWh
04/08/2019;36,63;EUR/MWh
05/08/2019;41,19;EUR/MWh
06/08/2019;36,46;EUR/MWh
07/08/2019;33,39;EUR/MWh
08/08/2019;29,02;EUR/MWh
09/08/2019;14,03;EUR/MWh
10/08/2019;20,13;EUR/MWh
11/08/2019;32,58;EUR/MWh
12/08/2019;33,65;EUR/MWh
13/08/2019;31,9;EUR/MWh
14/08/2019;23,83;EUR/MWh
15/08/2019;31,29;EUR/MWh
16/08/2019;24,13;EUR/MWh
17/08/2019;22,75;EUR/MWh
18/08/2019;31,12;EUR/MWh
19/08/2019;34,6;EUR/MWh
20/08/2019;34,03;EUR/MWh
21/08/2019;33,29;EUR/MWh
22/08/2019;31,31;EUR/MWh
23/08/2019;31,26;EUR/MWh
24/08/2019;28,5;EUR/MWh
25/08/2019;40,42;EUR/MWh
26/08/2019;45,49;EUR/MWh
27/08/2019;46,8;EUR/MWh
28/08/2019;42,68;EUR/MWh
29/08/2019;39,94;EUR/MWh
30/08/2019;32,26;EUR/MWh
31/08/2019;30,09;EUR/MWh
01/09/2019;38,35;EUR/MWh
02/09/2019;36,39;EUR/MWh
03/09/2019;33,08;EUR/MWh
04/09/2019;32,62;EUR/MWh
05/09/2019;32,15;EUR/MWh
06/09/2019;32,77;EUR/MWh
07/09/2019;31,1;EUR/MWh
08/09/2019;42,82;EUR/MWh
09/09/2019;35,6;EUR/MWh
10/09/2019;32,79;EUR/MWh
11/09/2019;37,39;EUR/MWh
12/09/2019;38,84;EUR/MWh
13/09/2019;34,5;EUR/MWh
14/09/2019;28,29;EUR/MWh
15/09/2019;47;EUR/MWh
16/09/2019;42,75;EUR/MWh
17/09/2019;39,06;EUR/MWh
18/09/2019;42,83;EUR/MWh
19/09/2019;40,28;EUR/MWh
20/09/2019;28,84;EUR/MWh
21/09/2019;27,46;EUR/MWh
22/09/2019;41,74;EUR/MWh
23/09/2019;40,25;EUR/MWh
24/09/2019;39,88;EUR/MWh
25/09/2019;39,31;EUR/MWh
26/09/2019;37,24;EUR/MWh
27/09/2019;28,37;EUR/MWh
28/09/2019;17,8;EUR/MWh
29/09/2019;36,67;EUR/MWh
30/09/2019;39,97;EUR/MWh
01/10/2019;38,69;EUR/MWh
02/10/2019;40,8;EUR/MWh
03/10/2019;40;EUR/MWh
04/10/2019;37,31;EUR/MWh
05/10/2019;31,81;EUR/MWh
06/10/2019;44,73;EUR/MWh
07/10/2019;39,21;EUR/MWh
08/10/2019;36,25;EUR/MWh
09/10/2019;35,08;EUR/MWh
10/10/2019;27,9;EUR/MWh
11/10/2019;24,99;EUR/MWh
12/10/2019;23,81;EUR/MWh
13/10/2019;37,53;EUR/MWh
14/10/2019;43,64;EUR/MWh
15/10/2019;41,2;EUR/MWh
16/10/2019;44,08;EUR/MWh
17/10/2019;39,23;EUR/MWh
18/10/2019;33,09;EUR/MWh
19/10/2019;34,83;EUR/MWh
20/10/2019;44,65;EUR/MWh
21/10/2019;47,45;EUR/MWh
22/10/2019;44,47;EUR/MWh
23/10/2019;39,2;EUR/MWh
24/10/2019;38,34;EUR/MWh
25/10/2019;26,16;EUR/MWh
26/10/2019;30,67;EUR/MWh
27/10/2019;46,92;EUR/MWh
28/10/2019;48,57;EUR/MWh
29/10/2019;49,66;EUR/MWh
30/10/2019;46,48;EUR/MWh
31/10/2019;31,7;EUR/MWh
01/11/2019;28,38;EUR/MWh
02/11/2019;25,67;EUR/MWh
03/11/2019;37,49;EUR/MWh
04/11/2019;42,7;EUR/MWh
05/11/2019;51,79;EUR/MWh
06/11/2019;43,52;EUR/MWh
07/11/2019;48,38;EUR/MWh
08/11/2019;41,69;EUR/MWh
09/11/2019;41,03;EUR/MWh
10/11/2019;44,56;EUR/MWh
11/11/2019;48,45;EUR/MWh
12/11/2019;56,49;EUR/MWh
13/11/2019;53,08;EUR/MWh
14/11/2019;57,41;EUR/MWh
15/11/2019;46,34;EUR/MWh
16/11/2019;43,24;EUR/MWh
17/11/2019;56,25;EUR/MWh
18/11/2019;64,2;EUR/MWh
19/11/2019;59,37;EUR/MWh
20/11/2019;56,24;EUR/MWh
21/11/2019;47,53;EUR/MWh
22/11/2019;40,67;EUR/MWh
23/11/2019;41,23;EUR/MWh
24/11/2019;51,24;EUR/MWh
25/11/2019;47,37;EUR/MWh
26/11/2019;42,31;EUR/MWh
27/11/2019;40,21;EUR/MWh
28/11/2019;47,41;EUR/MWh
29/11/2019;42,32;EUR/MWh
30/11/2019;43,13;EUR/MWh
01/12/2019;50,98;EUR/MWh
02/12/2019;57,85;EUR/MWh
03/12/2019;59,58;EUR/MWh
04/12/2019;57,83;EUR/MWh
05/12/2019;48,78;EUR/MWh
06/12/2019;45,73;EUR/MWh
07/12/2019;31,54;EUR/MWh
08/12/2019;36,63;EUR/MWh
09/12/2019;45,69;EUR/MWh
10/12/2019;46,53;EUR/MWh
11/12/2019;45,17;EUR/MWh
12/12/2019;35,74;EUR/MWh
13/12/2019;29,25;EUR/MWh
14/12/2019;24,99;EUR/MWh
15/12/2019;42,89;EUR/MWh
16/12/2019;42,67;EUR/MWh
17/12/2019;41,93;EUR/MWh
18/12/2019;28,19;EUR/MWh
19/12/2019;26,17;EUR/MWh
20/12/2019;20,02;EUR/MWh
21/12/2019;13,79;EUR/MWh
22/12/2019;26,15;EUR/MWh
23/12/2019;20,7;EUR/MWh
24/12/2019;14,52;EUR/MWh
25/12/2019;25,78;EUR/MWh
26/12/2019;32,72;EUR/MWh
27/12/2019;31,29;EUR/MWh
28/12/2019;31,09;EUR/MWh
29/12/2019;34,74;EUR/MWh
30/12/2019;38,26;EUR/MWh
31/12/2019;35,21;EUR/MWh
01/01/2020;39,46;EUR/MWh
02/01/2020;36,84;EUR/MWh
03/01/2020;34,34;EUR/MWh
04/01/2020;36,05;EUR/MWh
05/01/2020;39,19;EUR/MWh
06/01/2020;41,97;EUR/MWh
07/01/2020;40,43;EUR/MWh
08/01/2020;36,28;EUR/MWh
09/01/2020;38,48;EUR/MWh
10/01/2020;35,15;EUR/MWh
11/01/2020;28,88;EUR/MWh
12/01/2020;38,53;EUR/MWh
13/01/2020;30,55;EUR/MWh
14/01/2020;31,62;EUR/MWh
15/01/2020;37,14;EUR/MWh
16/01/2020;36,79;EUR/MWh
17/01/2020;35,69;EUR/MWh
18/01/2020;33,26;EUR/MWh
19/01/2020;44,78;EUR/MWh
20/01/2020;46,85;EUR/MWh
21/01/2020;48,4;EUR/MWh
22/01/2020;51,54;EUR/MWh
23/01/2020;50,92;EUR/MWh
24/01/2020;40,8;EUR/MWh
25/01/2020;34,68;EUR/MWh
26/01/2020;38,51;EUR/MWh
27/01/2020;34,79;EUR/MWh
28/01/2020;36,19;EUR/MWh
29/01/2020;35,66;EUR/MWh
30/01/2020;29,2;EUR/MWh
31/01/2020;17,4;EUR/MWh
01/02/2020;20,44;EUR/MWh
02/02/2020;26,43;EUR/MWh
03/02/2020;27,97;EUR/MWh
04/02/2020;36,54;EUR/MWh
05/02/2020;37,04;EUR/MWh
06/02/2020;34,87;EUR/MWh
07/02/2020;27,98;EUR/MWh
08/02/2020;14,73;EUR/MWh
09/02/2020;19,78;EUR/MWh
10/02/2020;24,67;EUR/MWh
11/02/2020;28,48;EUR/MWh
12/02/2020;30,44;EUR/MWh
13/02/2020;30,81;EUR/MWh
14/02/2020;22,42;EUR/MWh
15/02/2020;8,08;EUR/MWh
16/02/2020;24,02;EUR/MWh
17/02/2020;26,53;EUR/MWh
18/02/2020;31,14;EUR/MWh
19/02/2020;30,1;EUR/MWh
20/02/2020;30,59;EUR/MWh
21/02/2020;24,01;EUR/MWh
22/02/2020;19,53;EUR/MWh
23/02/2020;28,17;EUR/MWh
24/02/2020;26,5;EUR/MWh
25/02/2020;31;EUR/MWh
26/02/2020;34,59;EUR/MWh
27/02/2020;31,02;EUR/MWh
28/02/2020;15,87;EUR/MWh
29/02/2020;15,65;EUR/MWh
01/03/2020;32,71;EUR/MWh
02/03/2020;36,62;EUR/MWh
03/03/2020;39,34;EUR/MWh
04/03/2020;33,86;EUR/MWh
05/03/2020;30,48;EUR/MWh
06/03/2020;28,61;EUR/MWh
07/03/2020;18,38;EUR/MWh
08/03/2020;35,87;EUR/MWh
09/03/2020;26,83;EUR/MWh
10/03/2020;26,27;EUR/MWh
11/03/2020;24,93;EUR/MWh
12/03/2020;29;EUR/MWh
13/03/2020;29,87;EUR/MWh
14/03/2020;13,84;EUR/MWh
15/03/2020;30,62;EUR/MWh
16/03/2020;28,3;EUR/MWh
17/03/2020;26,15;EUR/MWh
18/03/2020;25,39;EUR/MWh
19/03/2020;20,87;EUR/MWh
20/03/2020;11,64;EUR/MWh
21/03/2020;6,05;EUR/MWh
22/03/2020;16,72;EUR/MWh
23/03/2020;20,12;EUR/MWh
24/03/2020;22,47;EUR/MWh
25/03/2020;21,32;EUR/MWh
26/03/2020;21,46;EUR/MWh
27/03/2020;14,13;EUR/MWh
28/03/2020;6,82;EUR/MWh
29/03/2020;21,72;EUR/MWh
30/03/2020;22,05;EUR/MWh
31/03/2020;22,98;EUR/MWh
01/04/2020;21,86;EUR/MWh
02/04/2020;22,11;EUR/MWh
03/04/2020;16,83;EUR/MWh
04/04/2020;6,2;EUR/MWh
05/04/2020;12,59;EUR/MWh
06/04/2020;16,78;EUR/MWh
07/04/2020;15,17;EUR/MWh
08/04/2020;17,24;EUR/MWh
09/04/2020;14,51;EUR/MWh
10/04/2020;13,36;EUR/MWh
11/04/2020;11,37;EUR/MWh
12/04/2020;-6,5;EUR/MWh
13/04/2020;12,01;EUR/MWh
14/04/2020;14,48;EUR/MWh
15/04/2020;12,6;EUR/MWh
16/04/2020;14,06;EUR/MWh
17/04/2020;15,17;EUR/MWh
18/04/2020;7,57;EUR/MWh
19/04/2020;4,71;EUR/MWh
20/04/2020;4,18;EUR/MWh
21/04/2020;8,57;EUR/MWh
22/04/2020;17,75;EUR/MWh
23/04/2020;18,71;EUR/MWh
24/04/2020;15,47;EUR/MWh
25/04/2020;14,43;EUR/MWh
26/04/2020;19,99;EUR/MWh
27/04/2020;18,7;EUR/MWh
28/04/2020;12,77;EUR/MWh
29/04/2020;7,86;EUR/MWh
30/04/2020;5,47;EUR/MWh
01/05/2020;11,25;EUR/MWh
02/05/2020;11,89;EUR/MWh
03/05/2020;16,46;EUR/MWh
04/05/2020;17,99;EUR/MWh
05/05/2020;21,14;EUR/MWh
06/05/2020;20,41;EUR/MWh
07/05/2020;19,38;EUR/MWh
08/05/2020;17,91;EUR/MWh
09/05/2020;10,49;EUR/MWh
10/05/2020;10,49;EUR/MWh
11/05/2020;21,28;EUR/MWh
12/05/2020;22,1;EUR/MWh
13/05/2020;18,92;EUR/MWh
14/05/2020;18,62;EUR/MWh
15/05/2020;16;EUR/MWh
16/05/2020;10,11;EUR/MWh
17/05/2020;16,94;EUR/MWh
18/05/2020;19,61;EUR/MWh
19/05/2020;19,42;EUR/MWh
20/05/2020;17,82;EUR/MWh
21/05/2020;14,75;EUR/MWh
22/05/2020;11,65;EUR/MWh
23/05/2020;-10,1;EUR/MWh
24/05/2020;16,86;EUR/MWh
25/05/2020;16,44;EUR/MWh
26/05/2020;19,41;EUR/MWh
27/05/2020;17,23;EUR/MWh
28/05/2020;16,81;EUR/MWh
29/05/2020;11,7;EUR/MWh
30/05/2020;2,26;EUR/MWh
31/05/2020;8,68;EUR/MWh
01/06/2020;20,32;EUR/MWh
02/06/2020;25,39;EUR/MWh
03/06/2020;22,57;EUR/MWh
04/06/2020;17,85;EUR/MWh
05/06/2020;7,44;EUR/MWh
06/06/2020;17,4;EUR/MWh
07/06/2020;29,6;EUR/MWh
08/06/2020;29,84;EUR/MWh
09/06/2020;30,07;EUR/MWh
10/06/2020;24,06;EUR/MWh
11/06/2020;20,69;EUR/MWh
12/06/2020;20,18;EUR/MWh
13/06/2020;19,35;EUR/MWh
14/06/2020;31,05;EUR/MWh
15/06/2020;32,39;EUR/MWh
16/06/2020;34,69;EUR/MWh
17/06/2020;31,77;EUR/MWh
18/06/2020;29,86;EUR/MWh
19/06/2020;24,08;EUR/MWh
20/06/2020;19,09;EUR/MWh
21/06/2020;30,18;EUR/MWh
22/06/2020;32,27;EUR/MWh
23/06/2020;34,99;EUR/MWh
24/06/2020;35,91;EUR/MWh
25/06/2020;35,27;EUR/MWh
26/06/2020;26,78;EUR/MWh
27/06/2020;18,19;EUR/MWh
28/06/2020;29,24;EUR/MWh
29/06/2020;34,36;EUR/MWh
30/06/2020;35,13;EUR/MWh
01/07/2020;38,94;EUR/MWh
02/07/2020;36,57;EUR/MWh
03/07/2020;21,88;EUR/MWh
04/07/2020;3,19;EUR/MWh
05/07/2020;27,13;EUR/MWh
06/07/2020;35,09;EUR/MWh
07/07/2020;41,26;EUR/MWh
08/07/2020;41,54;EUR/MWh
09/07/2020;38,02;EUR/MWh
10/07/2020;29,38;EUR/MWh
11/07/2020;24,9;EUR/MWh
12/07/2020;34,68;EUR/MWh
13/07/2020;35,12;EUR/MWh
14/07/2020;39,94;EUR/MWh
15/07/2020;40,26;EUR/MWh
16/07/2020;36,98;EUR/MWh
17/07/2020;30,1;EUR/MWh
18/07/2020;28,14;EUR/MWh
19/07/2020;35,42;EUR/MWh
20/07/2020;36,05;EUR/MWh
21/07/2020;37,71;EUR/MWh
22/07/2020;39,43;EUR/MWh
23/07/2020;33,96;EUR/MWh
24/07/2020;27,29;EUR/MWh
25/07/2020;20,16;EUR/MWh
26/07/2020;35,05;EUR/MWh
27/07/2020;32,99;EUR/MWh
28/07/2020;37,69;EUR/MWh
29/07/2020;40,36;EUR/MWh
30/07/2020;41,41;EUR/MWh
31/07/2020;32,8;EUR/MWh
01/08/2020;28,34;EUR/MWh
02/08/2020;36,7;EUR/MWh
03/08/2020;34,81;EUR/MWh
04/08/2020;33,31;EUR/MWh
05/08/2020;36,72;EUR/MWh
06/08/2020;38;EUR/MWh
07/08/2020;33,17;EUR/MWh
08/08/2020;30,18;EUR/MWh
09/08/2020;38,5;EUR/MWh
10/08/2020;39,88;EUR/MWh
11/08/2020;40,49;EUR/MWh
12/08/2020;39,33;EUR/MWh
13/08/2020;37,7;EUR/MWh
14/08/2020;31,86;EUR/MWh
15/08/2020;28,8;EUR/MWh
16/08/2020;39,94;EUR/MWh
17/08/2020;41,28;EUR/MWh
18/08/2020;38,14;EUR/MWh
19/08/2020;37,79;EUR/MWh
20/08/2020;32,91;EUR/MWh
21/08/2020;25,02;EUR/MWh
22/08/2020;22,15;EUR/MWh
23/08/2020;44,73;EUR/MWh
24/08/2020;39,7;EUR/MWh
25/08/2020;37,4;EUR/MWh
26/08/2020;52,82;EUR/MWh
27/08/2020;42,61;EUR/MWh
28/08/2020;36,24;EUR/MWh
29/08/2020;33,75;EUR/MWh
30/08/2020;54,31;EUR/MWh
31/08/2020;49,87;EUR/MWh
01/09/2020;49,82;EUR/MWh
02/09/2020;46,98;EUR/MWh
03/09/2020;44,38;EUR/MWh
04/09/2020;35,38;EUR/MWh
05/09/2020;34,88;EUR/MWh
06/09/2020;45,85;EUR/MWh
07/09/2020;46,59;EUR/MWh
08/09/2020;49,48;EUR/MWh
09/09/2020;50,93;EUR/MWh
10/09/2020;52,43;EUR/MWh
11/09/2020;39,86;EUR/MWh
12/09/2020;34,71;EUR/MWh
13/09/2020;55,23;EUR/MWh
14/09/2020;72,76;EUR/MWh
15/09/2020;57,83;EUR/MWh
16/09/2020;50,25;EUR/MWh
17/09/2020;44,71;EUR/MWh
18/09/2020;39,59;EUR/MWh
19/09/2020;38,9;EUR/MWh
20/09/2020;64,4;EUR/MWh
21/09/2020;55,54;EUR/MWh
22/09/2020;48,76;EUR/MWh
